SURVEY,DOEID,REGIONC,DIVISION,LRGSTATE,TYPEHUQ,MQRESULT,NWEIGHT,HD65,CD65,ORIG1FAM,LOOKLIKE,SCALEA,SCALEB,SCALEC,SCALED,SCALEE,SCALEF,SCALEG,SCALEH,SCALEI,ENERGYAID,AIDADDRESS,NOPYFIX,NOPYFIXREST,NOPYFL,NOPYFLREST,NOPYEL,NOPYELREST,NOPYGAS,NOPYGASREST,NOPYFIXAC,NOPYFIXACREST,NOPYELAC,NOPYELACREST,SOMEPY,NOPAY,MTHSNOPYJAN,MTHSNOPYFEB,MTHSNOPYMAR,MTHSNOPYAPR,MTHSNOPYMAY,MTHSNOPYJUN,MTHSNOPYJUL,MTHSNOPYAUG,MTHSNOPYSEP,MTHSNOPYOCT,MTHSNOPYNOV,MTHSNOPYDEC,NTIMEWOEL,NDAYSWOEL,SQFTEST,MEASURE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,ZSCALEA,ZSCALEB,ZSCALEC,ZSCALED,ZSCALEE,ZSCALEF,ZSCALEG,ZSCALEH,ZSCALEI,ZENERGYAID,ZAIDADDRESS,ZNOPYFIX,ZNOPYFIXREST,ZNOPYFL,ZNOPYFLREST,ZNOPYEL,ZNOPYELREST,ZNOPYGAS,ZNOPYGASREST,ZNOPYFIXAC,ZNOPYFIXACREST,ZNOPYELAC,ZNOPYELACREST,ZSOMEPY,ZNOPAY,ZMTHSNOPYJAN,ZMTHSNOPYFEB,ZMTHSNOPYMAR,ZMTHSNOPYAPR,ZMTHSNOPYMAY,ZMTHSNOPYJUN,ZMTHSNOPYJUL,ZMTHSNOPYAUG,ZMTHSNOPYSEP,ZMTHSNOPYOCT,ZMTHSNOPYNOV,ZMTHSNOPYDEC,ZNTIMEWOEL,ZNDAYSWOEL,ZSQFTEST,ZMEASURE,RHMSQFT,ATTSQFT,BASSQFT
2005,1128,2,3,0,2,9,43872.5931603,5973,1193,9,9,1,2,4,4,4,4,4,4,4,0,9,0,9,9,9,0,9,0,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,250,1,1800,450,0,0,1350,1800,0,450,0,0,0,0,0,1350,0,1800,0,450,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,0,450
2005,1129,4,8,0,2,9,22796.9892044,1422,3132,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1800,1,1131,0,0,0,1131,1131,0,0,0,0,0,0,0,1131,0,0,1131,0,0,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,0,0
2005,1130,4,9,0,2,9,21532.4592505,5923,491,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,2400,1,3040,640,0,0,2400,3040,0,640,0,0,0,0,0,2400,0,380,3040,0,640,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,640
2005,1131,4,9,2,2,9,21344.7011099,2646,1348,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,3100,2,2205,0,576,400,1229,1229,976,0,0,0,400,0,576,1229,0,1805,976,0,0,0,400,0,576,1229,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,576,0
2005,1132,4,9,2,2,9,24261.8102616,4675,397,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,6000,1,3033,0,0,650,2383,2166,867,0,0,650,0,0,0,1516,867,903,1480,0,0,650,0,0,0,903,1480,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2383,0,0
2005,1133,3,5,4,2,9,36752.8744091,265,4027,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1200,1,1280,0,0,0,1280,1280,0,0,0,0,0,0,0,1280,0,1280,0,0,0,0,0,0,0,1280,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,0,0
2005,1134,4,9,0,2,9,8236.7058143,9589,31,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1500,1,1317,0,0,0,1317,1317,0,0,0,0,0,0,0,1317,0,0,1317,0,0,0,0,0,0,0,1317,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317,0,0
2005,1135,2,4,0,3,9,6398.3261759,4692,1630,9,9,1,1,2,2,4,2,3,4,4,0,9,0,9,9,9,0,9,0,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,462,1,1532,462,0,0,1070,1070,462,0,462,0,0,0,0,1070,0,1532,462,0,462,0,0,0,0,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,462
2005,1136,3,5,0,2,9,30484.8161585,2828,1709,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,2100,1,2240,0,0,0,2240,2240,0,0,0,0,0,0,0,2240,0,2240,0,0,0,0,0,0,0,2240,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240,0,0
2005,1137,3,7,3,2,9,30598.5415178,1760,3684,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,2000,1,3136,0,0,400,2736,2736,400,0,0,0,400,0,0,2736,0,2736,400,0,0,0,400,0,0,2736,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2736,0,0
2005,1138,3,7,3,5,9,30598.5415178,2037,2462,9,9,4,4,4,3,4,4,4,4,4,0,9,0,9,9,9,0,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1400,1,1433,0,0,0,1433,1433,0,0,0,0,0,0,0,1433,0,1433,0,0,0,0,0,0,0,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,0,0
2005,1139,3,5,0,2,3,42424.0193916,3114,1852,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,88888,1,2520,1260,0,0,1260,1260,1260,0,1260,0,0,0,0,1260,0,2520,1260,0,1260,0,0,0,0,1260,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1260,0,1260
2005,1140,1,2,1,5,9,26505.2744072,4743,1680,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1200,1,1341,0,0,0,1341,1341,0,0,0,0,0,0,0,1341,0,1341,0,0,0,0,0,0,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0,0
2005,1141,4,9,2,2,9,27830.0838077,1876,2292,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1590,1,1973,0,0,400,1573,1573,400,0,0,0,400,0,0,1573,0,1573,400,0,0,0,400,0,0,1573,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,0,0
2005,1142,3,5,0,2,9,30293.0647728,3106,1878,9,9,2,1,4,3,4,4,4,4,4,0,9,0,9,9,9,0,9,0,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1100,1,1120,0,0,0,1120,1120,0,0,0,0,0,0,0,1120,0,896,1120,0,0,0,0,0,0,0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,0
2005,1143,1,2,0,2,1,30307.0335368,5686,764,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,88888,1,2880,1008,0,0,1872,1872,1008,0,1008,0,0,0,0,1872,0,2880,1008,0,1008,0,0,0,0,1872,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1872,0,1008
2005,1144,3,7,3,2,9,29605.9754376,2375,2334,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,1,3080,0,0,400,2680,2680,400,0,0,0,400,0,0,2680,0,2680,400,0,0,0,400,0,0,2680,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2680,0,0
2005,1145,3,6,0,2,9,26387.9769224,4440,1170,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1602,1,2160,880,0,400,880,880,1280,0,880,0,400,0,0,880,0,1760,1280,0,880,0,400,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,0,880
2005,1146,4,9,0,2,9,24134.4241052,4864,595,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1600,1,3358,384,0,0,2974,2974,384,0,384,0,0,0,0,2974,0,3358,384,0,384,0,0,0,0,2974,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,0,384
2005,1147,2,3,0,2,1,28333.5371148,5946,1200,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,88888,2,2304,518,0,250,1536,1536,768,0,518,0,250,0,0,1536,0,2054,768,0,518,0,250,0,0,1536,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1536,0,518
2005,1148,1,2,1,2,9,5030.0403038,4838,1522,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,800,1,1500,0,0,0,1500,1500,0,0,0,0,0,0,0,1500,0,1500,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0
2005,1149,3,5,0,5,9,26360.5856818,4150,928,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1000,1,1043,0,0,0,1043,1043,0,0,0,0,0,0,0,1043,0,1043,0,0,0,0,0,0,0,1043,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,0,0
2005,1150,4,9,2,1,9,21344.7011099,946,654,9,9,2,2,4,4,4,4,4,4,4,0,9,0,9,9,9,0,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1000,1,957,0,0,0,957,0,957,0,0,0,0,0,0,0,957,0,957,0,0,0,0,0,0,0,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,0,0
2005,1151,3,6,0,2,9,18258.8362065,5164,1297,9,9,1,1,1,1,2,2,2,2,4,0,9,0,9,9,9,0,9,0,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1000,1,1564,782,0,0,782,1369,196,587,196,0,0,0,0,782,0,1043,1564,0,782,0,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,782
2005,1152,3,5,0,2,9,30293.0647728,3043,2089,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1400,1,2544,0,1272,250,1022,1022,1522,0,0,0,250,0,1272,1022,0,2294,1522,0,0,0,250,0,1272,1022,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,1272,0
2005,1153,3,7,3,2,9,28252.9411461,2042,3068,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,3500,1,4096,0,1848,400,1848,1848,2248,0,0,0,400,0,1848,1848,0,3696,2248,0,0,0,400,0,1848,1848,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1848,1848,0
2005,1154,4,9,2,3,9,21344.7011099,1902,1547,9,9,4,1,4,3,4,4,4,4,4,0,9,0,9,9,9,0,9,0,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1100,1,1198,0,0,250,948,948,250,0,0,0,250,0,0,948,0,948,250,0,0,0,250,0,0,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,0,0
2005,1155,3,5,4,2,9,36752.8744091,248,3792,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1300,1,1073,0,0,400,673,673,400,0,0,0,400,0,0,673,0,673,400,0,0,0,400,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,0
2005,1156,4,8,0,2,9,27241.6366765,5531,777,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,2300,1,2487,550,0,400,1537,1950,538,413,138,0,400,0,0,1537,0,807,1480,413,138,0,400,0,0,595,943,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,0,550
2005,1157,1,2,0,4,9,30199.0354836,4757,1455,9,9,4,4,4,4,4,4,4,4,4,0,9,0,9,9,9,0,9,0,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,600,1,848,0,0,0,848,848,0,0,0,0,0,0,0,848,0,424,848,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,0,0
2005,1158,4,8,0,3,9,26645.1155908,5519,786,9,9,2,2,4,3,4,4,4,4,4,0,9,0,9,9,9,0,9,0,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1400,1,1041,0,0,250,791,791,250,0,0,0,250,0,0,791,0,791,250,0,0,0,250,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,0
2005,1159,1,2,1,1,9,38055.1608458,6633,878,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,500,1,542,0,0,0,542,542,0,0,0,0,0,0,0,542,0,181,542,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0
2005,1160,4,9,2,2,9,25955.1565497,1728,1379,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,2000,1,2040,0,0,650,1390,1390,650,0,0,0,650,0,0,1390,0,1390,650,0,0,0,650,0,0,1390,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,0,0
2005,1161,2,4,0,3,9,29363.7084933,5968,1287,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1200,1,1680,0,0,250,1430,954,727,0,0,0,250,0,0,954,477,590,1091,0,0,0,250,0,0,590,841,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430,0,0
2005,1162,4,9,0,2,9,27815.7287869,4596,325,9,9,4,4,4,4,4,4,4,4,4,0,9,0,9,9,9,0,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1800,1,768,0,0,0,768,768,0,0,0,0,0,0,0,768,0,768,0,0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0
2005,1163,4,9,2,2,9,37566.6739535,2056,86,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99998,1,1546,0,0,0,1546,883,662,0,0,0,0,0,0,883,662,0,1546,0,0,0,0,0,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1546,0,0
2005,1164,3,7,0,5,9,41828.6913605,3250,2040,9,9,2,2,3,3,2,4,4,4,4,0,9,0,9,9,9,1,9,9,9,0,9,1,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,500,1,698,0,0,0,698,698,0,0,0,0,0,0,0,698,0,698,0,0,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,0,0
2005,1165,3,5,0,2,9,31311.2866437,5103,1175,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1056,1,2052,1026,0,0,1026,1026,1026,0,1026,0,0,0,0,1026,0,1026,2052,0,1026,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,0,1026
2005,1166,2,4,0,2,9,23816.7562808,4193,1906,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1150,1,1456,0,0,250,1206,1456,0,0,0,250,0,0,0,1206,0,1206,0,0,0,250,0,0,0,1206,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,0,0
2005,1167,2,4,0,2,9,24239.0416360,4519,1436,9,9,4,4,4,4,4,4,4,4,4,0,9,0,9,9,9,0,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,1,1837,0,0,0,1837,816,1021,0,0,0,0,0,0,816,1021,762,1075,0,0,0,0,0,0,762,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1837,0,0
2005,1168,2,3,0,5,9,6168.0682666,6960,584,9,9,1,1,4,2,3,3,4,4,4,1,1,0,9,9,9,0,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1200,1,1210,0,0,0,1210,1210,0,0,0,0,0,0,0,1210,0,484,1210,0,0,0,0,0,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,0,0
2005,1169,1,1,0,2,9,17489.4178802,7080,662,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,3,2940,730,0,250,1960,1960,980,0,730,0,250,0,0,1960,0,384,2940,0,730,0,250,0,0,0,1960,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960,0,730
2005,1170,1,1,0,1,9,15835.2000702,7156,678,9,9,4,4,4,4,4,4,4,4,4,0,9,0,9,9,9,0,9,0,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,1,720,0,0,0,720,720,0,0,0,0,0,0,0,720,0,0,720,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,720,0,0
2005,1171,3,5,0,2,9,34246.7197665,4209,1718,9,9,4,4,4,4,4,4,4,4,4,0,9,0,9,0,9,0,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1102,1,2204,0,0,0,2204,2204,0,0,0,0,0,0,0,2204,0,2204,0,0,0,0,0,0,0,2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2204,0,0
2005,1172,3,7,0,2,9,23991.9442639,3394,1920,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,3700,1,7242,0,2686,650,3906,3906,3336,0,0,0,650,0,2686,3906,0,6592,3336,0,0,0,650,0,2686,3906,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3906,2686,0
2005,1173,1,2,0,2,9,22736.1725116,5825,978,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1200,1,2428,0,326,400,1702,1702,726,0,0,0,400,0,326,1702,0,494,2013,0,0,0,400,0,326,415,1288,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,325.6,0
2005,1174,4,9,2,2,9,31513.4566767,2717,1159,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,100,3,1476,0,0,650,826,826,650,0,0,0,650,0,0,826,0,826,650,0,0,0,650,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,0,0
2005,1175,2,4,0,2,9,22407.7769539,7239,402,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,2300,1,3168,0,0,0,3168,3168,0,0,0,0,0,0,0,3168,0,3168,0,0,0,0,0,0,0,3168,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3168,0,0
2005,1176,3,7,0,2,9,25254.6781725,3651,2072,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,2250,1,3264,0,0,400,2864,2864,400,0,0,0,400,0,0,2864,0,2864,400,0,0,0,400,0,0,2864,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864,0,0
